trip_data_medallion,trip_data_pickup_datetime,trip_data_dropoff_datetime,trip_data_passenger_count,trip_data_trip_time_in_secs,trip_data_trip_distance,trip_data_pickup_longitude,trip_data_pickup_latitude,trip_data_dropoff_longitude,trip_data_dropoff_latitude,trip_fare_fare_amount,trip_fare_payment_type,trip_fare_surcharge,trip_fare_mta_tax,trip_fare_tip_amount,trip_fare_tolls_amount,trip_fare_total_amount
CB681D45BE8E07EC40388EA9C0D49023,2013-03-23 19:46:00,2013-03-23 20:10:00,1,1440,5.87,-73.994919,40.720734,-73.978691,40.783283,22.5,CRD,0,0.5,3,0,26
752FB5ED9F694F2A981A96A292C4D52F,2013-03-23 20:01:00,2013-03-23 20:11:00,1,600,1.07,-73.989861,40.757191,-73.979141,40.777103,8,CSH,0.5,0.5,0,0,9
4A2CABC19B0EDB96B1B8C07617347AC5,2013-03-23 19:30:00,2013-03-23 19:39:00,1,540,2.08,-73.997696,40.716728,-73.977798,40.743946,9,CRD,0,0.5,1.8,0,11.3
1A5E0925E42C3394CF5060E802E98F17,2013-03-23 19:35:00,2013-03-23 19:39:00,3,240,1.02,-73.95591,40.779606,-73.949898,40.772106,5.5,CSH,0,0.5,0,0,6
9026F6306A546DF55217CF854D7BD12D,2013-03-23 19:21:00,2013-03-23 19:36:00,1,900,2.43,-73.997864,40.724121,-74.006897,40.745621,12.5,CSH,0,0.5,0,0,13
8381F41A82DF98AA7CE913F3229AB7F6,2013-03-20 17:19:00,2013-03-20 17:25:00,1,360,1.94,-73.969864,40.752621,-73.953087,40.771942,8,CRD,1,0.5,1.8,0,11.3
E92261F11FE71FDDEA1F753D1A00B412,2013-03-23 19:28:00,2013-03-23 19:35:00,5,420,1.45,-73.95829,40.775955,-73.973694,40.763691,7.5,CRD,0,0.5,1,0,9
150804320CEEFB9C988DE9E230048E17,2013-03-20 15:24:00,2013-03-20 15:41:00,1,1020,2.07,-73.962318,40.778954,-73.97937,40.754837,12,CSH,0,0.5,0,0,12.5
58D6C020275352AAB23FE13BCAB2D674,2013-03-23 20:32:00,2013-03-23 20:37:00,1,300,1.02,-73.97451,40.790638,-73.97699,40.779945,5.5,CSH,0.5,0.5,0,0,6.5
A4FC84D2662D988828DBD26B0948A413,2013-03-20 18:15:00,2013-03-20 18:19:00,2,240,1.12,-73.967659,40.792496,-73.976028,40.780964,5.5,CRD,1,0.5,1,0,8
F0EDD05BFF3FA4F12681ECFD2D78181E,2013-03-23 20:31:00,2013-03-23 20:38:00,1,420,1.52,-74.00631,40.733486,-73.993568,40.751762,7,CSH,0.5,0.5,0,0,8
18E80DA8D623052A209A6BE398B812F4,2013-03-20 17:57:00,2013-03-20 18:07:00,1,600,1.44,-73.963287,40.765896,-73.977669,40.753174,8.5,CRD,1,0.5,1.9,0,11.9
44E29F29B48F917672E02109C935709B,2013-03-20 18:22:00,2013-03-20 18:33:00,5,660,2.58,-73.971275,40.794411,-73.937416,40.798557,10.5,CRD,1,0.5,2.88,0,14.88
8CD6D2B1CD25C9CE1D30F74F7F26285A,2013-03-23 19:17:00,2013-03-23 19:24:00,1,420,.74,-73.978264,40.745564,-73.98838,40.750015,6,CSH,0,0.5,0,0,6.5
D23988E656D79B1F838F593495EE6235,2013-03-23 20:12:00,2013-03-23 20:31:00,2,1140,6.71,-73.961098,40.806847,-74.010178,40.7351,21.5,CRD,0.5,0.5,4,0,26.5
C1076C1E5DBDFF0D409E944CB785BD22,2013-03-23 20:14:00,2013-03-23 20:24:00,6,600,2.41,-73.995911,40.764172,-73.987923,40.741299,10,CRD,0.5,0.5,2.62,0,13.62
2148A1BACB1BA6B9D69828B6DC6F6E02,2013-03-23 19:59:00,2013-03-23 20:23:00,1,1440,5.42,-74.002914,40.728466,-73.950264,40.771435,21.5,CRD,0,0.5,5.38,0,27.38
8DEB70907D00AA1D7FF5E2683240549B,2013-03-20 17:11:00,2013-03-20 17:31:00,1,1200,4.47,-73.951355,40.774227,-73.974342,40.750336,17.5,CRD,1,0.5,1,0,20
3D50B9DA1F2287A53084E9DEC41AC110,2013-03-20 18:55:00,2013-03-20 18:58:00,1,180,.61,-73.981377,40.781654,-73.982445,40.774021,4.5,CSH,1,0.5,0,0,6
B3F9237932E5EEDC3930EF3828F1339B,2013-03-20 19:23:00,2013-03-20 19:27:00,1,240,.61,-74.006042,40.719677,-74.000473,40.723637,4.5,CSH,1,0.5,0,0,6
C09CCEB21BB7126E68F3D8404815F214,2013-03-20 19:14:00,2013-03-20 19:17:00,1,180,.77,-73.944481,40.779678,-73.950867,40.770817,4.5,CSH,1,0.5,0,0,6
C8C0883037778AB88FA31A0A673DC91F,2013-03-20 18:54:00,2013-03-20 19:04:00,1,600,2.36,-73.982468,40.772793,-73.951591,40.777885,9.5,CSH,1,0.5,0,0,11
DC5E77F0EB9C47AF5467054E98231939,2013-03-20 18:40:00,2013-03-20 18:45:00,5,300,1.21,-74.005936,40.750076,-73.989357,40.742355,6,CSH,1,0.5,0,0,7.5
67ECEA008EF4B5C5C023B2D41FADDA6B,2013-03-23 20:19:00,2013-03-23 20:19:00,2,0,.42,-73.998589,40.745071,-73.996201,40.748363,3.5,CSH,0.5,0.5,0,0,4.5
5FA99F37F2DDEF9CA86D2A34D2C8CEB7,2013-03-23 20:06:00,2013-03-23 20:08:00,2,120,.48,-73.991051,40.750465,-73.993614,40.747017,3.5,CSH,0.5,0.5,0,0,4.5
9666F80B89233169D19E01CF53EE3411,2013-03-20 18:21:00,2013-03-20 18:34:00,1,780,1.71,-73.991684,40.750126,-73.976051,40.752403,10,CSH,1,0.5,0,0,11.5
8B056394D7C1E72A83514EC95C1227B3,2013-03-20 18:41:00,2013-03-20 18:53:00,1,720,.70,-73.973892,40.763115,-73.983414,40.764252,8,CRD,1,0.5,1,0,10.5
C774BC34AA3A456E49A2FFAF3AFEB751,2013-03-20 17:43:00,2013-03-20 18:11:00,1,1680,4.73,-73.970474,40.757351,-73.917755,40.781147,21,CRD,1,0.5,4.4,0,26.9
0C3E065904E923C33696B809E1FE1538,2013-03-20 18:07:00,2013-03-20 18:13:00,3,360,.57,-73.976067,40.763775,-73.969696,40.764172,5.5,CRD,1,0.5,1.3,0,8.3
6DFFB181BDDA9971FD2BBC638B4BBD4B,2013-03-20 19:03:00,2013-03-20 19:29:00,1,1560,5.45,-73.985962,40.758865,-73.963257,40.716953,20,CRD,1,0.5,4.2,5.33,31.03
789012C17812F930482E380E4F9AC1BE,2013-03-23 18:53:00,2013-03-23 19:13:00,1,1200,1.27,-73.978989,40.7593,-73.991028,40.750633,12.5,CRD,0,0.5,1.5,0,14.5
7245CE92BF36EA92043619AF7C901EFC,2013-03-20 19:00:00,2013-03-20 19:25:00,4,1500,2.93,-73.954445,40.783752,-73.981987,40.752308,17,CRD,1,0.5,4.5,0,23
A56F3CF07F1085B21C365C8D3CED7528,2013-03-23 20:04:00,2013-03-23 20:10:00,1,360,1.78,-73.955193,40.780266,-73.952431,40.800285,7.5,CSH,0.5,0.5,0,0,8.5
DDB97BFEC29985F364E40493881FC1E8,2013-03-23 20:40:00,2013-03-23 20:47:00,2,420,1.13,-73.980751,40.753208,-73.985344,40.741589,6.5,CRD,0.5,0.5,0.5,0,8
F15B9575033DDAD9851DDDCC0E1353B1,2013-03-20 18:21:00,2013-03-20 18:33:00,1,720,1.01,-74.004784,40.719189,-74.007225,40.728027,9,CRD,1,0.5,2,0,12.5
F13B673C0685207219E6D7F57A02EF3E,2013-03-20 18:25:00,2013-03-20 18:54:00,1,1740,10.01,-73.863533,40.769894,-73.963493,40.770092,31.5,CRD,1,0.5,6.5,5.33,44.83
952AFBC963A32508692B2223D5D2ECEE,2013-03-23 20:54:00,2013-03-23 21:00:00,1,360,.64,-73.981857,40.736546,-73.982666,40.739433,5.5,CRD,0.5,0.5,1.2,0,7.7
1D3E10899AD1F164776E4D3AED18C770,2013-03-20 19:30:00,2013-03-20 19:53:00,1,1380,4.86,-74.007225,40.715828,-73.969223,40.766796,19,CRD,1,0.5,2.5,0,23
CD98CA13911488D180A72A1039A44B85,2013-03-20 18:54:00,2013-03-20 19:19:00,2,1500,4.32,-73.959656,40.711182,-73.97438,40.750671,18.5,CSH,1,0.5,0,0,20
1B8E2B52B66CB060D2B2CA0E3CEFAEA6,2013-03-23 19:06:00,2013-03-23 19:18:00,2,720,2.23,-73.983185,40.763107,-74.005028,40.741329,10.5,CRD,0,0.5,2.1,0,13.1
97CA4DA02FA5ADC0EC4E89ECF974514B,2013-03-23 20:34:00,2013-03-23 20:45:00,2,660,2.19,-73.988762,40.736801,-73.968224,40.759445,10,CSH,0.5,0.5,0,0,11
F2DC003B922A092D70D80EC36F2B65D8,2013-03-23 20:29:00,2013-03-23 20:35:00,1,360,1.08,-73.986504,40.734215,-73.980637,40.746761,6,CSH,0.5,0.5,0,0,7
04E780223BBBEF7EF005B25B50D98285,2013-03-20 18:29:00,2013-03-20 18:40:00,1,660,.91,-73.991707,40.749767,-73.98378,40.7551,7.5,CSH,1,0.5,0,0,9
588B9D6CE34BDF9E4E2536263E528B47,2013-03-20 18:28:00,2013-03-20 18:40:00,5,720,2.81,-73.976601,40.750721,-73.954216,40.783981,11.5,CSH,1,0.5,0,0,13
8D313AAAB00DE1AF3529416162BF3215,2013-03-20 18:26:00,2013-03-20 18:41:00,5,900,2.61,-73.950539,40.774822,-73.982239,40.772812,12,CSH,1,0.5,0,0,13.5
D1F5D6E82D292B38A3D1FE3C5CC8BB6F,2013-03-23 21:17:00,2013-03-23 21:36:00,1,1140,6.81,-73.971962,40.762081,-73.962685,40.710129,21,CSH,0.5,0.5,0,0,22
C42771EA9308C7D72FC5F3C8447A92B9,2013-03-20 18:12:00,2013-03-20 19:14:00,2,3720,21.75,-73.780396,40.645981,-73.981094,40.78207,52,CSH,0,0.5,0,5.33,57.83
61F44C93E6A0144B432041EE033F10C5,2013-03-20 18:29:00,2013-03-20 18:48:00,1,1140,2.52,-73.972832,40.752686,-74.005585,40.750751,12.5,CRD,1,0.5,2.7,0,16.7
503170A5E7444EB68B4C67DD0A56D745,2013-03-23 20:14:00,2013-03-23 20:34:00,5,1200,5.29,-73.947227,40.780022,-74.006012,40.742119,18.5,CSH,0.5,0.5,0,0,19.5
A078D06EEA733CA167A8B64AA798D798,2013-03-23 20:26:00,2013-03-23 20:37:00,3,660,1.19,-73.996681,40.720455,-73.990372,40.751373,8.5,CSH,0.5,0.5,0,0,9.5
8C98CE7B82F16BCF3044C210CB2E5C7D,2013-03-23 20:30:00,2013-03-23 20:35:00,2,300,.80,-73.98394,40.736279,-73.98793,40.728252,5.5,CRD,0.5,0.5,1.2,0,7.7
15A9E27664231F9246FE73130F06334B,2013-03-20 19:43:00,2013-03-20 19:58:00,5,900,3.72,-73.996658,40.723698,-73.961998,40.764652,13.5,CRD,1,0.5,2.9,0,17.9
300359B4AF7FDCF057171458198EEB1B,2013-03-20 19:56:00,2013-03-20 19:59:00,1,180,.17,-73.956367,40.781422,-73.955063,40.780365,3.5,CSH,1,0.5,0,0,5
2C109C7A90FE6F794317484C621B7692,2013-03-20 18:51:00,2013-03-20 19:09:00,6,1080,3.89,-73.993118,40.736954,-73.988808,40.692905,15,CRD,1,0.5,3.2,0,19.7
A8FE763A7468DE1289FCEE900925BE18,2013-03-20 18:28:00,2013-03-20 19:09:00,1,2460,11.31,-73.863258,40.769943,-73.979698,40.763554,40,CSH,1,0.5,0,5.33,46.83
5ED3AED046545C52F6FFEBAC0A6C150A,2013-03-23 21:18:00,2013-03-23 21:42:00,1,1440,3.88,-73.994598,40.753681,-73.985237,40.757931,13.5,CSH,0.5,0.5,0,0,14.5
2CCB6C8BC529CF38EB7AAAA3C8B3A427,2013-03-20 18:50:00,2013-03-20 18:53:00,1,180,.51,-73.982826,40.721275,-73.98082,40.725647,4,CRD,1,0.5,2,0,7.5
636BB0FC3A383926A1A3AC091F72AD41,2013-03-20 18:43:00,2013-03-20 18:46:00,1,180,.78,-73.98378,40.737881,-73.986626,40.730034,4.5,CSH,1,0.5,0,0,6
A464409947749791C973AA66750DB237,2013-03-23 21:17:00,2013-03-23 21:22:00,1,300,1.21,-73.968117,40.762348,-73.982162,40.758003,6,CSH,0.5,0.5,0,0,7
F2EA41F73ED6DD4B1A0C03B01EDF84AE,2013-03-23 21:22:00,2013-03-23 21:26:00,1,240,1.20,-73.950264,40.786549,-73.955879,40.772861,5.5,CSH,0.5,0.5,0,0,6.5
6F4D9CF35C3C619BEC72D0F47F79FC61,2013-03-20 19:00:00,2013-03-20 19:15:00,2,900,3.11,-73.978745,40.761307,-73.973503,40.797958,13,CRD,1,0.5,2.8,0,17.3
8AC962B004E3BE45E90CECD991750AED,2013-03-20 20:01:00,2013-03-20 20:14:00,1,780,.32,-73.967552,40.760063,-73.973022,40.792767,12.5,CRD,0.5,0.5,2.6,0,16.1
92D7FF81CD37D82452D61218041CF280,2013-03-20 19:43:00,2013-03-20 19:53:00,2,600,2.64,-73.976807,40.775211,-73.967834,40.802742,10,CSH,1,0.5,0,0,11.5
05296CB5EF8FD032301A53748CA26243,2013-03-23 20:04:00,2013-03-23 20:18:00,1,840,3.66,-73.989182,40.720322,-73.957085,40.766388,13.5,CRD,0.5,0.5,2,0,16.5
48CA892C3FF2B591231179FDC2438CAA,2013-03-20 18:27:00,2013-03-20 18:40:00,5,780,.59,-73.973679,40.764175,-73.979294,40.756607,9,CRD,1,0.5,2.5,0,13
598786175D56D1C1D005861180CDB59F,2013-03-20 18:57:00,2013-03-20 19:15:00,1,1080,4.74,-74.009773,40.710224,-73.984573,40.761368,17.5,CSH,1,0.5,0,0,19
2E4D263673E21CA98F433E274FA9277B,2013-03-20 18:31:00,2013-03-20 18:43:00,1,720,1.89,-74.016312,40.710011,-74.002693,40.730289,10,CRD,1,0.5,1,0,12.5
97D167499FF0A1F60E55656B291801D7,2013-03-23 22:20:00,2013-03-23 22:25:00,1,300,.96,-74.002609,40.730568,-73.991127,40.734909,6,CRD,0.5,0.5,0,0,7
CD81C86F2CD57665DF1D8E7594463A18,2013-03-23 20:25:00,2013-03-23 20:43:00,4,1080,3.67,-74.000832,40.718765,-73.977211,40.764015,14.5,CSH,0.5,0.5,0,0,15.5
C0CAA07BFCD3173CD6F77449104D4A91,2013-03-23 20:51:00,2013-03-23 20:55:00,1,240,.07,-73.990715,40.755939,-73.984375,40.763088,5,CSH,0.5,0.5,0,0,6
72C2C71B7C7D22B5D52F384BE91C8829,2013-03-23 20:57:00,2013-03-23 21:07:00,1,600,1.75,-73.983253,40.760834,-73.998009,40.756161,9,CRD,0.5,0.5,1,0,11
AE58C588FEA9BB3246D92A5243362CF7,2013-03-23 21:53:00,2013-03-23 21:59:00,1,360,1.11,-73.992989,40.755192,-73.976105,40.748104,6.5,CRD,0.5,0.5,1,0,8.5
93843E7E39DCD9305A4BD2189953EF0F,2013-03-20 20:02:00,2013-03-20 20:12:00,1,600,.00,-73.980026,40.777874,-73.971405,40.759388,7,CSH,0.5,0.5,0,0,8
97F751A427E8A244DB5E8260F8D348E9,2013-03-23 20:59:00,2013-03-23 21:05:00,1,360,1.58,-73.954887,40.773701,-73.969757,40.756248,7,CSH,0.5,0.5,0,0,8
1FB2BF12B504498BC8B7B860294CD372,2013-03-20 18:56:00,2013-03-20 19:16:00,4,1200,5.51,-73.992867,40.758133,-73.983192,40.692093,19.5,CSH,1,0.5,0,0,21
FA4E1F08A33EAF941A83EE006C87E1E1,2013-03-20 20:36:00,2013-03-20 20:42:00,1,360,1.39,-73.972588,40.755917,-73.985329,40.738571,6.5,CRD,0.5,0.5,2.1,0,9.6
A454676AB9B4B292BD1F24009B78E6E2,2013-03-20 19:50:00,2013-03-20 19:52:00,2,120,.37,-73.981857,40.722214,-73.984055,40.725304,3.5,CSH,1,0.5,0,0,5
7D9F519277EFC47748CB4C3563BC9D43,2013-03-20 20:47:00,2013-03-20 20:58:00,6,660,3.26,-74.014709,40.714039,-73.995483,40.749371,12.5,CRD,0.5,0.5,3.25,0,16.75
A18CC3E9191D21F604DFC2423916E6A2,2013-03-23 22:03:00,2013-03-23 22:12:00,1,540,2.20,-73.990898,40.734596,-74.010696,40.709072,9,CRD,0.5,0.5,2,0,12
066C9BA5E96A02AEA026F228BFE3E539,2013-03-23 21:58:00,2013-03-23 22:01:00,4,180,.57,-73.963142,40.769196,-73.962006,40.763695,4,CRD,0.5,0.5,0.5,0,5.5
DF474EED0424EB71E5641EE88B616751,2013-03-23 22:11:00,2013-03-23 22:26:00,1,900,3.26,-74.003349,40.724052,-73.964417,40.714115,13.5,CSH,0.5,0.5,0,0,14.5
1F1AB2B5CE2AEDBEC2683B802E123EDE,2013-03-20 20:50:00,2013-03-20 21:02:00,4,720,2.07,-73.978508,40.729691,-74.002991,40.723255,10,CRD,0.5,0.5,1,0,12
96748B85E03307579E92AC277D940C8D,2013-03-20 20:39:00,2013-03-20 20:54:00,2,900,5.55,-73.951653,40.713943,-73.974724,40.751202,18.5,CRD,0.5,0.5,5.7,0,25.2
024BE2DFD1B98AF1EA941DEDA63A15CB,2013-03-20 20:44:00,2013-03-20 20:55:00,1,660,2.28,-73.987778,40.758877,-73.969849,40.785561,10,CSH,0.5,0.5,0,0,11
F2C271C61AB3274D76D79A9E56D00C3E,2013-03-23 21:28:00,2013-03-23 21:36:00,1,480,1.38,-73.983284,40.756088,-73.984123,40.741825,7.5,CRD,0.5,0.5,1.6,0,10.1
4CBD86CD54C5914266B228C36E15313C,2013-03-20 19:22:00,2013-03-20 20:05:00,1,2580,20.32,-73.782204,40.644688,-73.995079,40.688797,57,CSH,1,0.5,0,0,58.5
40E882BDD06233B5C99288FFED13F6A1,2013-03-20 19:29:00,2013-03-20 19:49:00,1,1200,4.20,-74.002762,40.715965,-73.96376,40.765411,17,CRD,1,0.5,3.6,0,22.1
FBD183DA2E855214689AE6F50C15DCFE,2013-03-20 20:05:00,2013-03-20 20:12:00,1,420,1.53,-73.955605,40.764347,-73.953804,40.779667,7.5,CRD,0.5,0.5,2,0,10.5
B2D4B3F9BB52D112CBC294855E493999,2013-03-29 01:24:07,2013-03-29 01:35:26,1,678,3.00,-73.972305,40.762268,-73.980797,40.72987,12,CRD,0.5,0.5,2.6,0,15.6
9A5DBE61B9AADF373F1C8B16E4368B60,2013-03-20 20:41:00,2013-03-20 20:52:00,1,660,1.26,-73.976799,40.751835,-73.966751,40.760132,9,CSH,0.5,0.5,0,0,10
D8BC49114D54A67BFC6C8C266400A23E,2013-03-23 21:32:00,2013-03-23 21:49:00,2,1020,2.55,-74.00164,40.739529,-73.974083,40.755783,13,CSH,0.5,0.5,0,0,14
EF7CA2DC557620DCCF954846607D88F7,2013-03-23 22:29:00,2013-03-23 22:33:00,1,240,.65,-74.002419,40.739811,-73.994354,40.741131,5,CRD,0.5,0.5,1,0,7
8F0D4A95E121B52CAAEFE53AA8723A73,2013-03-23 22:00:00,2013-03-23 22:07:00,1,420,1.67,-73.962715,40.772945,-73.974983,40.753475,7.5,CRD,0.5,0.5,2,0,10.5
A2B2E4DC64E3B3B9F8DCEF7551A38BEC,2013-03-23 22:01:00,2013-03-23 22:08:00,1,420,1.24,-73.959824,40.762596,-73.971146,40.757938,6.5,CRD,0.5,0.5,2.1,0,9.6
709971D22019A77FAF7694F53202ADE3,2013-03-23 22:10:00,2013-03-23 22:43:00,1,1980,8.69,-73.986229,40.76712,-73.972214,40.685947,29.5,CRD,0.5,0.5,6,0,36.5
DE199DCD4B9B99E6E87D69BC16A49FA3,2013-03-23 22:44:00,2013-03-23 22:47:00,1,180,.97,-73.988922,40.736694,-73.994766,40.728035,5,CRD,0.5,0.5,1.1,0,7.1
45E5D7ECC593D85CBEF454B5AE04DF4E,2013-06-22 12:33:00,2013-06-22 12:41:00,1,480,1.39,-73.9533,40.788368,-73.972603,40.796021,7.5,CRD,0,0.5,1.5,0,9.5
58AD09954EA1C669F8456A9431B4066F,2013-06-18 15:41:00,2013-06-18 15:50:00,1,540,.92,-73.987686,40.738441,-73.98259,40.748123,7.5,CRD,0,0.5,1.5,0,9.5
3CDEBC8D6BBC2152A371FB194839EA63,2013-06-22 12:36:00,2013-06-22 12:38:00,3,120,.43,-74.001503,40.740242,-73.998474,40.745365,4,CSH,0,0.5,0,0,4.5
948AD9E7AFEE6E04E8A778EFE992F4E8,2013-06-18 15:43:00,2013-06-18 15:47:00,2,240,.65,-73.985626,40.735371,-73.979515,40.743683,4.5,CSH,0,0.5,0,0,5
7659EF787C81BCE8C6B0C012E3A03B7E,2013-06-18 16:27:00,2013-06-18 16:31:00,2,240,.67,-73.971359,40.750713,-73.978851,40.745022,4.5,CRD,1,0.5,2,0,8
BD1B2B15BF7CE887326934D13FEB1FF6,2013-06-22 12:35:00,2013-06-22 12:53:00,1,1080,1.95,-73.980354,40.732353,-73.99527,40.74966,13,CSH,0,0.5,0,0,13.5
ED7DCB3ED07F37CB36A3F9893D62176E,2013-06-18 17:29:00,2013-06-18 17:45:00,6,960,2.18,-73.966873,40.793411,-73.948082,40.778599,12,CRD,1,0.5,2.6,0,16.1
0CD573F3014899C3C62C647A8CE4CF19,2013-06-18 17:41:00,2013-06-18 17:48:00,1,420,1.27,-73.986649,40.756447,-73.999039,40.74456,7,CRD,1,0.5,1.5,0,10
1A341E3071F7E56B737E2F66EECB587E,2013-06-18 17:37:00,2013-06-18 17:46:00,3,540,1.12,-74.002579,40.72834,-73.996239,40.719547,7.5,CRD,1,0.5,1,0,10
3C44B0E992F5594C8844174FAFB44AE2,2013-06-18 17:29:00,2013-06-18 17:47:00,2,1080,3.07,-74.004021,40.750816,-73.991745,40.722301,14.5,CRD,1,0.5,2,0,18
E64FD0D9EBB991F1F4DBBDBB9E20D385,2013-06-22 14:18:00,2013-06-22 14:26:00,2,480,1.65,-73.946754,40.806168,-73.942451,40.790691,8,CSH,0,0.5,0,0,8.5
9435700DB40ABD81B546653C8BA9AA2B,2013-06-22 11:57:00,2013-06-22 12:19:00,1,1320,3.53,-73.954994,40.777435,-73.991096,40.75032,17.5,CSH,0,0.5,0,0,18
